s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,Y
0.04093519987570576,0.16914666125168695,0.17085705019386144,0.14413073853816794,0.17901110951107738,0.10809341147438316,0.054384175796992326,0.09231027215448648,0.14118473975173218,0.05109730850178894,1.26067098154441
0.25964774467763313,0.2545880982682012,0.3215587108859461,0.42713986609442156,0.2634768691782559,0.24784568543160573,0.20313477301862537,0.3001353784643573,0.2733289250173819,0.19127105816925102,1.5959760799172285
0.11315404829538148,0.23240318333409551,0.15313969304995162,0.15731195704074294,0.1271859259575299,0.1339551973274642,0.14721059158110275,0.15505345929517467,0.24090384640934492,0.17447228034107962,1.3337716017724293
0.08500284356558115,0.13350865080630506,0.12089915505957682,0.2000576770526412,0.06619498874293409,0.13276670507845906,0.11022620452744313,0.1320540106016254,0.16801790681763523,0.1887781608163187,1.2780168353311996
0.14423994575711235,0.3492914162996063,0.18540569459504283,0.24637747766482923,0.10566631529764459,0.23139368749550795,0.2521696410068308,0.16825164336924156,0.2910743819786451,0.21694072460206543,1.4543624976985965
0.1588753728725486,0.1893582500394433,0.1428123536908575,0.2014732592795758,0.10822732918826028,0.17200908061476247,0.12162283954405326,0.19627868691902461,0.25689087353391815,0.06938269112084584,1.337776760980046
0.13885052971747375,0.20125907919357697,0.21890757773056385,0.22006977570702888,0.2571715754117461,0.08183893177716287,0.25253546356619616,0.15052705456602133,0.24705623157060982,0.12365964261404916,1.361232317511581
0.18127314713688292,0.29917982588693987,0.31022124017603747,0.40590449286394187,0.21544207494886117,0.2585001236887767,0.19807322611389488,0.25499109465777414,0.26986192105814755,0.2421479670011674,1.576747969862876
0.2909576901624676,0.41232096509243377,0.19751563635632358,0.40972913027316465,0.16422243895948674,0.23367440673258022,0.2621419030412546,0.24806302240903016,0.30633732436228517,0.22025968266568313,1.6044705671627302
0.09757304146821877,0.13471420026226666,0.0935310403163005,0.10584765371206813,0.029728886185841782,0.03749424939637597,0.12586980451151508,0.07968867385340951,0.09497096839392577,0.07264941945220998,1.1723697757553175
0.07402755404544228,0.17340703934339072,0.14367564979565253,0.16593490425953802,0.1591109381372819,0.03529612444433368,0.09736436798919224,0.14332599671320467,0.09850049810555453,0.15379574183425093,1.2753529319157009
0.2056150893384542,0.2667727530692206,0.2749664555472874,0.26141328992114443,0.09263192836683154,0.30502103121751056,0.2296215231319193,0.25104878917311985,0.15680546040299445,0.19768583533683867,1.4891088519761362
0.08913779370823521,0.06823360276349347,0.11885959655416806,0.07369800948995515,0.048403851080173366,0.13281753386128659,0.07490874428142895,0.09234334059022392,0.1142203468105855,0.12812804429636251,1.1865081030014153
0.13890196525457796,0.2671845506354184,0.2115066539225029,0.3224149369662128,0.15732402678648594,0.22468258108328243,0.1613420489679488,0.16561406350120206,0.1942960137115987,0.13791181446532902,1.4476767749033899
0.1811358930684116,0.4186424544775754,0.273158216520499,0.3163568164359547,0.19959071961976707,0.2366358939327038,0.22296766985277555,0.22892957361661093,0.26820291876122165,0.2433911128183983,1.5734162894527892
0.23516681426183023,0.16154926610008452,0.1328701960721535,0.13602997751830567,0.2186084036133514,0.09468137665916027,0.1729601013227109,0.1720808639623658,0.2626107839325238,0.06734991774482398,1.3190389274953007
0.2492497656802597,0.2764306899472559,0.27853355997101936,0.28706105967408574,0.14843402591936555,0.25736016564439246,0.20222262563776183,0.1973650671247501,0.26324571339848557,0.204486161824401,1.500040311209915
0.27510135382554385,0.2855267870578542,0.15829094120212128,0.17825232218160625,0.13919263903258178,0.20096813713766146,0.21793044224356103,0.21841902347542347,0.22863883397362458,0.16433553679949714,1.435839100406088
