s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,Y
0.07565030471193539,0.2177322821051897,0.17336447842056546,0.20244183657769718,0.07533160377252966,0.12014933244919498,0.09249558848913123,0.06240783985735341,0.15204166455611975,0.16753503705782558,1.3019822525888503
0.09041325573825523,0.2499067373494903,0.21355050815211687,0.27565733716985014,0.10493134613466344,0.13571857290496192,0.07846483342905512,0.1160349366998051,0.19003472288866394,0.13811561627978028,1.3653041746297494
0.08461329952265147,0.2495735974037315,0.14774478571875968,0.2227397672955979,0.07325952258626414,0.1248866970801629,0.07376667783995021,0.07236911680356896,0.17047355482578858,0.14162002521976044,1.3086121856404622
0.07947469865747142,0.2479241504056284,0.14008859382547884,0.28560235378916293,0.13958436783381223,0.18917069384979504,0.07049111090447363,0.12531617668159556,0.198227431458081,0.12463447918075111,1.390702509141367
0.07287487855677434,0.17898667314562172,0.16152938272174902,0.20989823344034744,0.10343373924946185,0.13359615904600097,0.07884577286861372,0.1182690534471964,0.1519501408364114,0.10264961542182618,1.3047352986043568
0.05706860558698286,0.16729328981488115,0.16112419880075454,0.16700894830272342,0.013274816479104726,0.08639866268195458,0.024589486567515202,0.04290463995368224,0.1078653489148821,0.11916980256551464,1.2160761549781176
0.0941970843121065,0.16450266024089596,0.18300810791302177,0.17703539829859066,0.05743418975497196,0.12314531605356402,0.06755282908009398,0.10720916791746149,0.15949430922002225,0.1181894892821195,1.279353122222843
0.06792446611023578,0.18361942042035886,0.17972690246362039,0.1813899293022069,0.056062176424083086,0.09068993393164121,0.05530825556036113,0.05624687600560026,0.1468409636398491,0.14866065815223073,1.2629438073360482
0.07918469075925945,0.15482301156232384,0.10195094668151088,0.16113871559699253,0.04893111163191269,0.12846301955658457,0.05323284120769803,0.06657528774007261,0.10368023465981922,0.06722204061918138,1.2200534866165678
0.09611656376504082,0.1931485163611131,0.1587397089899527,0.19166073052241953,0.09203324712414081,0.13309806738275123,0.07491486270536424,0.10625901412629134,0.16399351838407658,0.10021122933769405,1.2924014609581858
0.10958784500377759,0.25571383085229576,0.22285621319104287,0.24581972862685378,0.0824069742246575,0.1655678340178421,0.08350780712355257,0.12502947290783303,0.20364011930487955,0.16326370618977962,1.374141032365152
0.0828299689744979,0.2344718181258774,0.16463246870562206,0.2644041271443298,0.1275556577948244,0.14822463369476324,0.04066151953034822,0.11293163065344537,0.18990756763345035,0.13475899595415727,1.3646438925512856
0.09142366453699619,0.1411230627965385,0.12112588216885663,0.14921536261014529,0.0994565322380055,0.11073408821844709,0.07643594675118082,0.11489036306338957,0.11875818284235445,0.06327414668907018,1.2432083806203005
0.058216746453023535,0.20538797191344996,0.1284559222271942,0.17543447483229013,0.056638639308952535,0.08118555515116874,0.05327545859773951,0.044074548720858975,0.15618431881162084,0.10817972214505268,1.2336764418918298
0.05217116605702718,0.18102945322844344,0.1502972135534066,0.22400189079623584,0.0783954694092001,0.11033677876180327,0.054363718554628314,0.08171250321632119,0.15822221267767647,0.13946017082835224,1.2985677570817837
0.04844719180205463,0.21869206165393051,0.18041548156972462,0.21160932555216477,0.0839131723986846,0.12833592234230135,0.0588055895516173,0.07675558668147064,0.1656112121047112,0.13763430867395574,1.3014931777738743
0.05007407913655808,0.17503275088960352,0.17777162143149486,0.18195299221965253,0.07254899450793438,0.10329109922360352,0.056586640034511665,0.06098998580955138,0.1444507168815429,0.1363222147244202,1.2647055559385558
0.09696691203001939,0.2532553335422569,0.2270117893452135,0.2589654851721491,0.10694164609684129,0.15500584849840737,0.07345057204010381,0.11236559823830584,0.2232549638554451,0.15353978769287452,1.375503237606506
0.10160092284704904,0.20698838576900067,0.19372959453681257,0.19292353685235553,0.10405915343015168,0.13285463553815302,0.06738627897479901,0.11048951967491863,0.16473856619120633,0.14908711868203547,1.324243809097725
0.055359021560544404,0.15743906903849636,0.18273857304858349,0.17011822960694487,0.06680709375505899,0.09901683742452702,0.022568371845885553,0.07965487823217852,0.15361387887135716,0.10857355185138202,1.2511853094186878
0.04042982843100675,0.14092655051546185,0.1324388405815963,0.17432153151356775,0.043155374667838545,0.07980817521936755,0.04053350445038476,0.05849190610176763,0.12889666730477248,0.10277151091487659,1.2217425518622749
0.04346952669032396,0.23404118888988862,0.13556543043218694,0.19261598726540258,0.057062103851442544,0.0947527654488407,0.03843823417577272,0.022994196800695983,0.1296072177340179,0.1193132947833245,1.2406850810102072
